record_id,customer_id,full_name,entity_type,dob,country,national_id,account_prefix,onboarding_date,status,last_refresh,label,category
REC-0000668,CUS-0000668,MEI YAMAMOTO,INDIVIDUAL,1984-08-26,IN,HV00006651,IN-73,2017-08-28,DORMANT,2026-03-03,0,clean
REC-0000669,CUS-0000669,AISHA OKONKWO,INDIVIDUAL,1981-09-15,AE,HV00006668,AE-90,2006-01-13,DORMANT,2026-03-16,0,clean
REC-0000670,CUS-0000670,RENÉE MUÑOZ,INDIVIDUAL,1971-05-15,BR,HV00006675,BR-81,2015-04-15,DORMANT,2026-03-14,0,clean_edge
REC-0000671,CUS-0000671,WEI KOWALSKI,INDIVIDUAL,1966-12-09,AU,HV00006682,AU-74,2023-09-22,ACTIVE,2026-06-27,0,clean
REC-0000672,CUS-0000672,HUSSEIN VARGAS,INDIVIDUAL,1991-01-15,NL,HV00006699,NL-88,2013-08-28,CLOSED,2026-04-02,0,clean
REC-0000673,CUS-0000673,KATHERINE NGUYEN,INDIVIDUAL,1982-12-25,DK,HV00006702,DK-70,2013-07-31,DORMANT,2026-04-22,0,clean
REC-0000674,CUS-0000674,DIEGO COSTA,INDIVIDUAL,1988-03-04,HK,HV00006719,HK-52,2016-05-01,ACTIVE,2025-12-01,0,clean
REC-0000675,CUS-0000675,LAKESHORE CONSULTING PTE,ENTITY,,GB,HV00006726,GB-96,2024-09-24,ACTIVE,2025-09-29,0,clean
REC-0000676,CUS-0000676,FATIMA ROSSI,INDIVIDUAL,1971-09-21,NO,HV00006733,NO-18,2021-05-17,CLOSED,2026-02-07,0,clean
REC-0000677,CUS-0000677,LAKESHORE COMMODITIES PTE,ENTITY,,NL,HV00006740,NL-87,2014-06-01,ACTIVE,2026-05-02,0,clean
REC-0000678,CUS-0000678,BLUEWATER LOGISTICS GMBH,ENTITY,,BE,HV00006757,BE-62,2012-11-30,ACTIVE,2026-03-01,0,clean
REC-0000679,CUS-0000679,MOHAMMED KARIMI,INDIVIDUAL,1967-02-14,DK,HV00006764,DK-32,2012-10-15,ACTIVE,2026-06-11,0,clean
REC-0000680,CUS-0000680,KENJI KARIMI,INDIVIDUAL,2000-02-29,LU,HV00006771,LU-71,2008-01-29,CLOSED,2026-04-13,0,clean_edge
REC-0000681,CUS-0000681,LAKESHORE CONSULTING GMBH,ENTITY,,PT,HV00006788,PT-28,2025-08-07,ACTIVE,2026-05-11,0,clean
REC-0000682,CUS-0000682,ATLANTIC FREIGHT BV,ENTITY,,ZA,HV00006795,ZA-14,2021-03-06,ACTIVE,2025-10-06,0,clean
REC-0000683,CUS-0000683,SOFIA COSTA,INDIVIDUAL,1993-04-25,CH,HV00006808,CH-21,2006-12-27,ACTIVE,2026-06-07,0,clean
REC-0000684,CUS-0000684,MEI KOWALSKI,INDIVIDUAL,1942-01-06,BE,HV00006815,BE-83,2020-10-12,ACTIVE,2026-03-15,0,clean
REC-0000685,CUS-0000685,PRIYA JOHANSSON,,1968-08-18,AE,HV00006822,AE-66,2012-06-05,ACTIVE,2026-02-11,0,missing_supporting
REC-0000686,CUS-0000686,CHLOE JOHANSSON,INDIVIDUAL,1986-02-12,FI,HV00006839,FI-44,2006-05-05,ACTIVE,2026-01-02,0,clean_edge
REC-0000687,CUS-0000687,JOHAN DUBOIS,INDIVIDUAL,1961-12-18,PT,HV00006846,PT-16,2024-01-13,ACTIVE,2026-01-08,0,clean_edge
REC-0000688,CUS-0000688,MARIA TANAKA,INDIVIDUAL,1974-05-31,IN,HV00006853,IN-16,2021-02-24,ACTIVE,2025-12-12,0,clean
REC-0000689,CUS-0000689,OMAR KHAN,INDIVIDUAL,2001-11-30,IE,HV00006860,IE-99,2019-04-18,ACTIVE,2025-12-30,0,clean
REC-0000690,CUS-0000690,ALEKSANDR ANDERSEN,INDIVIDUAL,2000-03-09,DK,,DK-78,2010-06-12,ACTIVE,2025-11-04,0,missing_supporting
REC-0000691,CUS-0000691,KATHERINE HASSAN,INDIVIDUAL,1982-01-04,DK,HV00006884,DK-22,2023-12-30,ACTIVE,2025-11-04,0,clean
REC-0000692,CUS-0000692,LENA BERGSTROM,,1995-05-07,JP,HV00006891,JP-43,2009-03-23,CLOSED,2025-12-12,0,missing_supporting
REC-0000693,CUS-0000693,HANNAH COSTA,INDIVIDUAL,1969-02-18,KR,HV00006904,KR-68,2013-05-30,ACTIVE,2022-09-26,0,stale_refresh
REC-0000694,CUS-0000694,LENA IVANOV,INDIVIDUAL,1965-04-28,IN,HV00006911,IN-54,2016-05-06,ACTIVE,2026-04-26,0,clean
REC-0000695,CUS-0000695,ALEKSANDR ROSSI,INDIVIDUAL,1949-08-06,IT,HV00006928,IT-51,2024-05-03,ACTIVE,2026-05-25,0,clean
REC-0000696,CUS-0000696,HUSSEIN DUBOIS,INDIVIDUAL,1977-02-02,SE,HV00006935,SE-40,2016-05-04,ACTIVE,2025-09-23,0,clean
REC-0000697,CUS-0000697,WEI REYES,INDIVIDUAL,1958-09-06,FI,HV00006942,FI-79,2014-08-11,ACTIVE,2025-11-20,0,clean_edge
REC-0000698,CUS-0000698,SOFIA MULLER,INDIVIDUAL,2003-11-13,SG,HV00006959,IE-86,2020-11-11,DORMANT,2026-05-03,0,prefix_country_mismatch
REC-0000699,CUS-0000699,TARIQ LINDQVIST,INDIVIDUAL,1955-10-21,SE,HV00006966,SE-49,2008-03-10,CLOSED,2026-05-26,0,clean
